job_title,salary_estimate,industry,sector,job_city,job_state,size,founded,type_of_ownership,revenue,seniority,seniority_level,avg_salary,avg_salary_predicted,final_salary,was_missing
Data Scientist,$108K-$171K (Glassdoor est.),"Health, Beauty, & Fitness",Consumer Services,Foster City,CA,51 to 200 employees,-1,Company - Private,$5 to $10 million (USD),unknown,0,139500,,139500,False
Data Scientist,$112K-$179K (Glassdoor est.),IT Services,Information Technology,New York,NY,1 to 50 employees,2011,Company - Private,Unknown / Non-Applicable,unknown,0,145500,,145500,False
Data Scientist,$63K-$111K (Glassdoor est.),Lending,Finance,New York,NY,201 to 500 employees,2007,Company - Private,$100 to $500 million (USD),unknown,0,87000,,87000,False
Data Scientist,$75K-$126K (Glassdoor est.),Banks & Credit Unions,Finance,Holyoke,MA,201 to 500 employees,1885,Company - Private,$50 to $100 million (USD),unknown,0,100500,,100500,False
Data Scientist Manager,$110K-$184K (Glassdoor est.),Enterprise Software & Network Solutions,Information Technology,New York,NY,10000+ employees,1967,Company - Public,$10+ billion (USD),unknown,0,147000,,147000,False
Data Engineer,$76K-$145K (Glassdoor est.),Insurance Carriers,Insurance,New York,NY,201 to 500 employees,1914,Company - Private,$100 to $500 million (USD),unknown,0,110500,,110500,False
Marketing Data Analyst,$36K-$62K (Glassdoor est.),Banks & Credit Unions,Finance,Exton,PA,501 to 1000 employees,1937,Nonprofit Organization,Unknown / Non-Applicable,unknown,0,49000,,49000,False
Data Scientist,$70K-$118K (Glassdoor est.),Consulting,Business Services,Waltham,MA,51 to 200 employees,-1,Company - Private,$5 to $10 million (USD),unknown,0,94000,,94000,False
Senior Data Scientist,$94K-$153K (Glassdoor est.),Enterprise Software & Network Solutions,Information Technology,New York,NY,1001 to 5000 employees,1999,Company - Public,$500 million to $1 billion (USD),senior,3,123500,,123500,False
"Principal Scientist, Hematology",$54K-$115K (Glassdoor est.),Health Care Services & Hospitals,Health Care,Rochester,NY,10000+ employees,2014,Hospital,$500 million to $1 billion (USD),principal,5,84500,,84500,False
Data Analyst,$50K-$92K (Glassdoor est.),IT Services,Information Technology,Alexandria,VA,501 to 1000 employees,1989,Company - Private,$100 to $500 million (USD),unknown,0,71000,,71000,False
Software Data Engineer - College,$49K-$97K (Glassdoor est.),Computer Hardware & Software,Information Technology,Corvallis,OR,10000+ employees,1939,Company - Public,Unknown / Non-Applicable,unknown,0,73000,,73000,False
"Director - Data, Privacy and AI Governance",$67K-$135K (Glassdoor est.),Insurance Carriers,Insurance,Boston,MA,5001 to 10000 employees,1851,Company - Private,$10+ billion (USD),unknown,0,101000,,101000,False
Staff Machine Learning Engineer,$138K-$224K (Glassdoor est.),Internet,Information Technology,San Francisco,CA,201 to 500 employees,2007,Company - Private,$10 to $25 million (USD),unknown,0,181000,,181000,False
Data Scientist,$80K-$139K (Glassdoor est.),Aerospace & Defense,Aerospace & Defense,San Diego,CA,10000+ employees,1939,Company - Public,$10+ billion (USD),unknown,0,109500,,109500,False
Lead Data Scientist,$158K-$211K (Glassdoor est.),IT Services,Information Technology,Bellevue,WA,10000+ employees,1958,Company - Public,$10+ billion (USD),lead,4,184500,,184500,False
Senior Data Scientist - Algorithms,$150K-$180K (Glassdoor est.),Enterprise Software & Network Solutions,Information Technology,New York,NY,201 to 500 employees,2014,Company - Private,Unknown / Non-Applicable,senior,3,165000,,165000,False
Information Security Data Analyst,$42K-$80K (Glassdoor est.),Computer Hardware & Software,Information Technology,Chicago,IL,10000+ employees,1928,Company - Public,$5 to $10 billion (USD),unknown,0,61000,,61000,False
Lead Data Engineer,$190K-$220K(Employer est.),Internet,Information Technology,Mountain View,CA,51 to 200 employees,2010,Company - Private,$50 to $100 million (USD),lead,4,205000,,205000,False
Data Analyst,$42K-$77K (Glassdoor est.),K-12 Education,Education,New York,NY,1001 to 5000 employees,2006,School / School District,$100 to $500 million (USD),unknown,0,59500,,59500,False
Scientist Manufacturing - Kentucky BioProcessing,$68K-$139K (Glassdoor est.),Consumer Products Manufacturing,Manufacturing,Owensboro,KY,5001 to 10000 employees,1875,Company - Private,$10+ billion (USD),unknown,0,103500,,103500,False
Consultant - Analytics Consulting,$54K-$71K (Glassdoor est.),IT Services,Information Technology,Hartford,CT,10000+ employees,1981,Company - Public,$10+ billion (USD),unknown,0,62500,,62500,False
Data Analytics Project Manager,$34K-$92K (Glassdoor est.),Insurance Carriers,Insurance,Springfield,MA,5001 to 10000 employees,1851,Company - Private,$10+ billion (USD),unknown,0,63000,,63000,False
Data Analyst,$47K-$85K (Glassdoor est.),Health Care Services & Hospitals,Health Care,New York,NY,1 to 50 employees,1980,Company - Private,$10 to $25 million (USD),unknown,0,66000,,66000,False
Data Engineer,$65K-$124K (Glassdoor est.),Health Care Services & Hospitals,Health Care,Orange,CA,501 to 1000 employees,2013,Company - Private,Unknown / Non-Applicable,unknown,0,94500,,94500,False
Data Scientist,$56K-$95K (Glassdoor est.),Education Training Services,Education,New York,NY,51 to 200 employees,2012,Company - Private,Unknown / Non-Applicable,unknown,0,75500,,75500,False
Machine Learning Engineer,$62K-$112K (Glassdoor est.),Aerospace & Defense,Aerospace & Defense,Fort Belvoir,VA,501 to 1000 employees,1954,Company - Public,$100 to $500 million (USD),unknown,0,87000,,87000,False
Senior Data Scientist Oncology,$107K-$173K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Gaithersburg,MD,10000+ employees,1913,Company - Public,$10+ billion (USD),senior,3,140000,,140000,False
Data Scientist,$64K-$108K (Glassdoor est.),IT Services,Information Technology,Silver Spring,MD,201 to 500 employees,2006,Company - Private,$25 to $50 million (USD),unknown,0,86000,,86000,False
Senior Data Scientist,$89K-$144K (Glassdoor est.),Internet,Information Technology,Palo Alto,CA,1 to 50 employees,2012,Company - Private,Unknown / Non-Applicable,senior,3,116500,,116500,False
Senior Scientist (Neuroscience),$109K-$200K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Marlborough,MA,1001 to 5000 employees,2010,Company - Private,$1 to $2 billion (USD),senior,3,154500,,154500,False
Machine Learning Engineer - Regulatory,$61K-$113K (Glassdoor est.),Stock Exchanges,Finance,Lenexa,KS,501 to 1000 employees,1973,Company - Public,$500 million to $1 billion (USD),unknown,0,87000,,87000,False
Marketing Data Analyst,$35K-$62K (Glassdoor est.),Gambling,"Arts, Entertainment & Recreation",Highland,CA,1001 to 5000 employees,1986,Company - Private,$100 to $500 million (USD),unknown,0,48500,,48500,False
Data Engineer,$55K-$105K (Glassdoor est.),IT Services,Information Technology,Houston,TX,501 to 1000 employees,2002,Company - Private,$1 to $2 billion (USD),unknown,0,80000,,80000,False
Medical Laboratory Scientist,$18-$25 Per Hour(Glassdoor est.),Health Care Services & Hospitals,Health Care,Burleson,TX,1001 to 5000 employees,1977,Hospital,$50 to $100 million (USD),unknown,0,21500,,21500,False
R&D Specialist/ Food Scientist,$39K-$66K (Glassdoor est.),Food & Beverage Manufacturing,Manufacturing,Hoopeston,IL,501 to 1000 employees,-1,Company - Private,$100 to $500 million (USD),unknown,0,52500,,52500,False
Principal Data Scientist,$135K-$211K (Glassdoor est.),Aerospace & Defense,Aerospace & Defense,San Jose,CA,10000+ employees,1939,Company - Public,$10+ billion (USD),principal,5,173000,,173000,False
Data Engineer,$57K-$80K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Phoenix,AZ,501 to 1000 employees,1997,Company - Private,Unknown / Non-Applicable,unknown,0,68500,,68500,False
Data Scientist - Alpha Insights,$129K-$215K (Glassdoor est.),Investment Banking & Asset Management,Finance,New York,NY,1001 to 5000 employees,2001,Company - Private,Unknown / Non-Applicable,unknown,0,172000,,172000,False
"Data Scientist, Office of Data Science",$86K-$143K (Glassdoor est.),Insurance Carriers,Insurance,Boston,MA,10000+ employees,1912,Company - Private,$10+ billion (USD),unknown,0,114500,,114500,False
"Associate Principal Scientist, Pharmacogenomics",$63K-$127K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Gaithersburg,MD,10000+ employees,1913,Company - Public,$10+ billion (USD),principal,5,95000,,95000,False
Data Scientist - Systems Engineering,$50K-$89K (Glassdoor est.),Federal Agencies,Government,Bedford,MA,5001 to 10000 employees,1958,Nonprofit Organization,$1 to $2 billion (USD),unknown,0,69500,,69500,False
Data Engineer,$43K-$86K (Glassdoor est.),Research & Development,Business Services,New York,NY,501 to 1000 employees,2003,Company - Private,Unknown / Non-Applicable,unknown,0,64500,,64500,False
"Scientist, Bacteriology",$74K-$149K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Concord,CA,201 to 500 employees,-1,Company - Public,$25 to $50 million (USD),unknown,0,111500,,111500,False
Data Scientist,$71K-$124K (Glassdoor est.),Consumer Product Rental,Consumer Services,New York,NY,501 to 1000 employees,2007,Company - Private,Unknown / Non-Applicable,unknown,0,97500,,97500,False
"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",$113K-$196K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,10000+ employees,1781,Company - Public,$10+ billion (USD),unknown,0,154500,,154500,False
Senior Research Scientist-Machine Learning,$81K-$167K (Glassdoor est.),Colleges & Universities,Education,Pittsburgh,PA,501 to 1000 employees,1984,College / University,Unknown / Non-Applicable,senior,3,124000,,124000,False
Data Scientist,$69K-$121K (Glassdoor est.),Health Care Services & Hospitals,Health Care,New York,NY,201 to 500 employees,2011,Company - Private,Unknown / Non-Applicable,unknown,0,95000,,95000,False
Senior Data Scientist,$97K-$160K (Glassdoor est.),Consulting,Business Services,Chicago,IL,201 to 500 employees,2008,Company - Private,$50 to $100 million (USD),senior,3,128500,,128500,False
Principal Data Scientist,$150K-$238K (Glassdoor est.),Enterprise Software & Network Solutions,Information Technology,San Francisco,CA,501 to 1000 employees,2006,Subsidiary or Business Segment,Unknown / Non-Applicable,principal,5,194000,,194000,False
Data Scientist,$77K-$132K (Glassdoor est.),Advertising & Marketing,Business Services,New York,NY,201 to 500 employees,2005,Company - Public,Unknown / Non-Applicable,unknown,0,104500,,104500,False
Clinical Laboratory Scientist,$24-$39 Per Hour(Glassdoor est.),Health Care Services & Hospitals,Health Care,Vail,CO,501 to 1000 employees,1966,Hospital,$100 to $500 million (USD),unknown,0,31500,,31500,False
Data Engineer - Consultant (Charlotte Based),$59K-$112K (Glassdoor est.),IT Services,Information Technology,Charlotte,NC,201 to 500 employees,2008,Company - Private,Unknown / Non-Applicable,unknown,0,85500,,85500,False
"Data Analyst 1, full-time contract worker for up to 12 months",$35K-$65K (Glassdoor est.),Religious Organizations,Non-Profit,Salt Lake City,UT,10000+ employees,-1,Nonprofit Organization,Unknown / Non-Applicable,unknown,0,50000,,50000,False
Data Engineer,$79K-$147K (Glassdoor est.),Video Games,Media,Aliso Viejo,CA,1001 to 5000 employees,1997,Company - Public,$10+ billion (USD),unknown,0,113000,,113000,False
"Scientist, Immuno-Oncology",$62K-$119K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,10000+ employees,1830,Company - Public,$10+ billion (USD),unknown,0,90500,,90500,False
Senior Data Scientist,$119K-$187K (Glassdoor est.),Computer Hardware & Software,Information Technology,Los Angeles,CA,51 to 200 employees,2008,Company - Private,Unknown / Non-Applicable,senior,3,153000,,153000,False
Products Data Analyst II,$90K-$157K (Glassdoor est.),Consulting,Business Services,Dublin,CA,1001 to 5000 employees,1988,Company - Public,$2 to $5 billion (USD),unknown,0,123500,,123500,False
Lead Data Analyst,$32K-$62K (Glassdoor est.),Internet,Information Technology,New York,NY,201 to 500 employees,2010,Company - Private,$10 to $25 million (USD),lead,4,47000,,47000,False
Analytics Manager - Data Mart,$42K-$86K (Glassdoor est.),Health Care Services & Hospitals,Health Care,Scotts Valley,CA,501 to 1000 employees,1996,Nonprofit Organization,$500 million to $1 billion (USD),unknown,0,64000,,64000,False
Data Science Engineer - Mobile,$116K-$208K (Glassdoor est.),Computer Hardware & Software,Information Technology,San Jose,CA,10000+ employees,1982,Company - Public,$5 to $10 billion (USD),unknown,0,162000,,162000,False
Senior Data Scientist - R&D Oncology,$102K-$172K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,New York,NY,10000+ employees,1913,Company - Public,$10+ billion (USD),senior,3,137000,,137000,False
Sr. Data Engineer - Contract-to-Hire (Java),$69K-$127K (Glassdoor est.),Gas Stations,Retail,Knoxville,TN,10000+ employees,1958,Company - Private,$10+ billion (USD),unknown,0,98000,,98000,False
Data Scientist,$86K-$144K (Glassdoor est.),Insurance Agencies & Brokerages,Insurance,Armonk,NY,10000+ employees,1863,Company - Public,$10+ billion (USD),unknown,0,115000,,115000,False
Senior Data Scientist,$102K-$165K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Arvada,CO,5001 to 10000 employees,1870,Company - Public,$1 to $2 billion (USD),senior,3,133500,,133500,False
Data Engineer,$74K-$124K (Glassdoor est.),Insurance Carriers,Insurance,Denver,CO,501 to 1000 employees,1915,Nonprofit Organization,$500 million to $1 billion (USD),unknown,0,99000,,99000,False
Food Scientist - Developer,$40K-$68K (Glassdoor est.),Food & Beverage Manufacturing,Manufacturing,Milwaukee,WI,501 to 1000 employees,1964,Company - Private,Unknown / Non-Applicable,unknown,0,54000,,54000,False
Senior Data Engineer,$76K-$142K (Glassdoor est.),Health Care Services & Hospitals,Health Care,Franklin,TN,1001 to 5000 employees,2004,Company - Private,Unknown / Non-Applicable,senior,3,109000,,109000,False
Data Engineer,$76K-$142K (Glassdoor est.),IT Services,Information Technology,Rockville,MD,201 to 500 employees,1999,Company - Private,$25 to $50 million (USD),unknown,0,109000,,109000,False
Senior Data Scientist,$108K-$171K (Glassdoor est.),Computer Hardware & Software,Information Technology,Natick,MA,1001 to 5000 employees,1984,Company - Private,$1 to $2 billion (USD),senior,3,139500,,139500,False
"Director II, Data Science - GRM Actuarial",$202K-$306K (Glassdoor est.),Insurance Carriers,Insurance,Chicago,IL,10000+ employees,1912,Company - Private,$10+ billion (USD),unknown,0,254000,,254000,False
Machine Learning Engineer,$91K-$159K (Glassdoor est.),Computer Hardware & Software,Information Technology,New York,NY,1001 to 5000 employees,1975,Company - Private,Unknown / Non-Applicable,unknown,0,125000,,125000,False
"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",$80K-$133K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,10000+ employees,1996,Company - Public,$10+ billion (USD),unknown,0,106500,,106500,False
"Scientist, Molecular/Cellular Biologist",$49K-$97K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,South San Francisco,CA,201 to 500 employees,2012,Subsidiary or Business Segment,Unknown / Non-Applicable,unknown,0,73000,,73000,False
Staff Scientist-Downstream Process Development,$49K-$113K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Rockville,MD,201 to 500 employees,1961,Company - Private,$25 to $50 million (USD),unknown,0,81000,,81000,False
MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,$21-$34 Per Hour(Glassdoor est.),Health Care Services & Hospitals,Health Care,Millville,DE,1001 to 5000 employees,1935,Nonprofit Organization,$100 to $500 million (USD),unknown,0,27500,,27500,False
Scientist - Analytical Services,$65K-$134K (Glassdoor est.),Consumer Products Manufacturing,Manufacturing,Winston-Salem,NC,5001 to 10000 employees,1875,Company - Private,$10+ billion (USD),unknown,0,99500,,99500,False
Associate Data Analyst- Graduate Development Program,$32K-$59K (Glassdoor est.),Insurance Carriers,Insurance,Richfield,OH,501 to 1000 employees,1989,Company - Private,$500 million to $1 billion (USD),unknown,0,45500,,45500,False
IT Associate Data Analyst,$39K-$69K (Glassdoor est.),Insurance Carriers,Insurance,Worcester,MA,5001 to 10000 employees,1852,Company - Public,$5 to $10 billion (USD),unknown,0,54000,,54000,False
Sr. Data Engineer,$87K-$158K (Glassdoor est.),Consulting,Business Services,Indianapolis,IN,51 to 200 employees,1996,Company - Private,$25 to $50 million (USD),unknown,0,122500,,122500,False
Clinical Data Analyst,$27K-$48K (Glassdoor est.),Enterprise Software & Network Solutions,Information Technology,Tampa,FL,1001 to 5000 employees,1977,Subsidiary or Business Segment,$100 to $500 million (USD),unknown,0,37500,,37500,False
Business Data Analyst,$36K-$71K (Glassdoor est.),Travel Agencies,Travel & Tourism,New York,NY,1001 to 5000 employees,2002,Company - Private,$2 to $5 billion (USD),unknown,0,53500,,53500,False
Senior Insurance Data Scientist,$107K-$173K (Glassdoor est.),Financial Analytics & Research,Finance,Chicago,IL,5001 to 10000 employees,1968,Company - Public,$1 to $2 billion (USD),senior,3,140000,,140000,False
Senior Data Science Systems Engineer,$56K-$99K (Glassdoor est.),Federal Agencies,Government,Hampton,VA,5001 to 10000 employees,1958,Nonprofit Organization,$1 to $2 billion (USD),senior,3,77500,,77500,False
ENVIRONMENTAL ENGINEER/SCIENTIST,Employer Provided Salary:$25-$28 Per Hour,Construction,"Construction, Repair & Maintenance",Cambridge,MA,1 to 50 employees,1976,Company - Private,Unknown / Non-Applicable,unknown,0,26500,,26500,False
Senior Scientist - Regulatory Submissions,$80K-$155K (Glassdoor est.),Consumer Products Manufacturing,Manufacturing,Winston-Salem,NC,5001 to 10000 employees,1875,Company - Private,$10+ billion (USD),senior,3,117500,,117500,False
Scientist - Biomarker and Flow Cytometry,$43K-$98K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,San Diego,CA,501 to 1000 employees,2006,Company - Private,$50 to $100 million (USD),unknown,0,70500,,70500,False
"Associate Scientist, LC/MS Biologics",$44K-$96K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Ithaca,NY,1001 to 5000 employees,2015,Company - Private,Unknown / Non-Applicable,unknown,0,70000,,70000,False
Revenue Analytics Manager,$45K-$78K (Glassdoor est.),Computer Hardware & Software,Information Technology,San Francisco,CA,51 to 200 employees,2011,Company - Private,$25 to $50 million (USD),unknown,0,61500,,61500,False
Sr. Scientist Method Development,$50K-$110K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Marietta,GA,1001 to 5000 employees,2015,Company - Private,Unknown / Non-Applicable,unknown,0,80000,,80000,False
Data Scientist,$60K-$99K (Glassdoor est.),Computer Hardware & Software,Information Technology,Atlanta,GA,51 to 200 employees,2003,Company - Private,$25 to $50 million (USD),unknown,0,79500,,79500,False
Data Scientist - Sales,$130K-$206K (Glassdoor est.),Computer Hardware & Software,Information Technology,Mountain View,CA,501 to 1000 employees,2014,Company - Private,$100 to $500 million (USD),unknown,0,168000,,168000,False
IT - Data Engineer II,$61K-$119K (Glassdoor est.),Insurance Carriers,Insurance,Quincy,MA,1001 to 5000 employees,1988,Company - Private,$100 to $500 million (USD),unknown,0,90000,,90000,False
"Research Scientist, Immunology - Cancer Biology",Employer Provided Salary:$100K-$140K,-1,-1,Cambridge,MA,Unknown,-1,Company - Private,Unknown / Non-Applicable,unknown,0,120000,,120000,False
Senior Data Analyst,$99K-$178K (Glassdoor est.),Computer Hardware & Software,Information Technology,San Francisco,CA,51 to 200 employees,2008,Company - Public,Unknown / Non-Applicable,senior,3,138500,,138500,False
"Principal, Data Science - Advanced Analytics",$86K-$137K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Plymouth Meeting,PA,10000+ employees,2017,Company - Public,$2 to $5 billion (USD),principal,5,111500,,111500,False
Data Science Project Manager,$37K-$100K (Glassdoor est.),Insurance Carriers,Insurance,Boston,MA,5001 to 10000 employees,1851,Company - Private,$10+ billion (USD),unknown,0,68500,,68500,False
"Sr Scientist, Immuno-Oncology - Oncology",$58K-$111K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,10000+ employees,1830,Company - Public,$10+ billion (USD),unknown,0,84500,,84500,False
Senior Data Engineer,$72K-$133K (Glassdoor est.),Internet,Information Technology,Nashville,TN,1001 to 5000 employees,2006,Company - Public,$100 to $500 million (USD),senior,3,102500,,102500,False
"Project Scientist - Auton Lab, Robotics Institute",$56K-$91K (Glassdoor est.),Colleges & Universities,Education,Pittsburgh,PA,501 to 1000 employees,1984,College / University,Unknown / Non-Applicable,unknown,0,73500,,73500,False
Research Scientist – Security and Privacy,$61K-$126K (Glassdoor est.),Federal Agencies,Government,Beavercreek,OH,501 to 1000 employees,1967,Nonprofit Organization,$50 to $100 million (USD),unknown,0,93500,,93500,False
Data Science Manager,$95K-$160K (Glassdoor est.),Staffing & Outsourcing,Business Services,Allentown,PA,1 to 50 employees,-1,Company - Private,$5 to $10 million (USD),unknown,0,127500,,127500,False
Data Analyst 2 (Missionary Department),$53K-$91K (Glassdoor est.),Religious Organizations,Non-Profit,Salt Lake City,UT,10000+ employees,-1,Nonprofit Organization,Unknown / Non-Applicable,unknown,0,72000,,72000,False
"Enterprise Architect, Data",$101K-$158K (Glassdoor est.),Insurance Carriers,Insurance,Boston,MA,5001 to 10000 employees,1851,Company - Private,$10+ billion (USD),unknown,0,129500,,129500,False
Supply Chain Data Analyst,$33K-$61K (Glassdoor est.),Consumer Products Manufacturing,Manufacturing,Logan,UT,1001 to 5000 employees,1977,Company - Private,$500 million to $1 billion (USD),unknown,0,47000,,47000,False
Data Engineer - ETL,$44K-$86K (Glassdoor est.),Consumer Product Rental,Consumer Services,Birmingham,AL,501 to 1000 employees,2014,Subsidiary or Business Segment,Unknown / Non-Applicable,unknown,0,65000,,65000,False
Corporate Risk Data Analyst (SQL Based) - Milwaukee or,$43K-$77K (Glassdoor est.),Banks & Credit Unions,Finance,Green Bay,WI,1001 to 5000 employees,1870,Company - Public,$1 to $2 billion (USD),unknown,0,60000,,60000,False
"Senior Manager, Epidemiologic Data Scientist",$125K-$210K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,New York,NY,10000+ employees,1849,Company - Public,$10+ billion (USD),senior,3,167500,,167500,False
"Marketing Data Analyst, May 2020 Undergrad",$44K-$86K (Glassdoor est.),Travel Agencies,Travel & Tourism,New York,NY,1001 to 5000 employees,2002,Company - Private,$2 to $5 billion (USD),unknown,0,65000,,65000,False
Senior Data Analyst,$69K-$119K (Glassdoor est.),Enterprise Software & Network Solutions,Information Technology,Herndon,VA,501 to 1000 employees,2012,Company - Private,$100 to $500 million (USD),senior,3,94000,,94000,False
Senior Data Analyst,$65K-$110K (Glassdoor est.),"Department, Clothing, & Shoe Stores",Retail,New York,NY,201 to 500 employees,2010,Company - Private,$100 to $500 million (USD),senior,3,87500,,87500,False
Senior Data Engineer,$67K-$127K (Glassdoor est.),Enterprise Software & Network Solutions,Information Technology,Reston,VA,501 to 1000 employees,2012,Company - Private,$100 to $500 million (USD),senior,3,97000,,97000,False
Senior Data Engineer,$78K-$147K (Glassdoor est.),Computer Hardware & Software,Information Technology,Durham,NC,5001 to 10000 employees,1990,Company - Private,$1 to $2 billion (USD),senior,3,112500,,112500,False
Data Modeler (Analytical Systems),$66K-$117K (Glassdoor est.),Insurance Carriers,Insurance,Boston,MA,5001 to 10000 employees,1851,Company - Private,$10+ billion (USD),unknown,0,91500,,91500,False
Data Modeler - Data Solutions Engineer,$37K-$66K (Glassdoor est.),Insurance Carriers,Insurance,Indianapolis,IN,10000+ employees,1912,Company - Private,$10+ billion (USD),unknown,0,51500,,51500,False
Data Scientist in Translational Medicine,$86K-$143K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,10000+ employees,1996,Company - Public,$10+ billion (USD),unknown,0,114500,,114500,False
Data Scientist,$84K-$146K (Glassdoor est.),Consulting,Business Services,New York,NY,201 to 500 employees,2011,Company - Private,$10 to $25 million (USD),unknown,0,115000,,115000,False
Product Manager/Data Evangelist,$50K-$98K (Glassdoor est.),Staffing & Outsourcing,Business Services,Phila,PA,1 to 50 employees,-1,Company - Private,$5 to $10 million (USD),unknown,0,74000,,74000,False
Associate Environmental Scientist - Wildlife Biologist,$38K-$64K (Glassdoor est.),Architectural & Engineering Services,Business Services,Clovis,CA,51 to 200 employees,1972,Company - Private,$10 to $25 million (USD),unknown,0,51000,,51000,False
Sr Data Engineer (Sr BI Developer),$90K-$110K(Employer est.),Health Care Services & Hospitals,Health Care,Chandler,AZ,501 to 1000 employees,1981,Company - Public,Unknown / Non-Applicable,unknown,0,100000,,100000,False
"Senior Data Scientist – Visualization, Novartis AI Innovation Lab",$92K-$150K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,10000+ employees,1996,Company - Public,$10+ billion (USD),senior,3,121000,,121000,False
Senior Data Analyst/Scientist,$90K-$153K (Glassdoor est.),Computer Hardware & Software,Information Technology,San Francisco,CA,201 to 500 employees,2006,Company - Private,$100 to $500 million (USD),senior,3,121500,,121500,False
"Associate, Data Science, Internal Audit",$43K-$82K (Glassdoor est.),Banks & Credit Unions,Finance,Boston,MA,10000+ employees,1856,Company - Private,$10+ billion (USD),unknown,0,62500,,62500,False
"Scientist – Cancer Discovery, Molecular Assay",Employer Provided Salary:$100K-$135K,-1,-1,Cambridge,MA,-1,-1,-1,-1,unknown,0,117500,,117500,False
Senior LiDAR Data Scientist,$93K-$151K (Glassdoor est.),Computer Hardware & Software,Information Technology,Orlando,FL,201 to 500 employees,2012,Company - Private,Unknown / Non-Applicable,senior,3,122000,,122000,False
Data Engineer,$61K-$109K (Glassdoor est.),IT Services,Information Technology,Chantilly,VA,51 to 200 employees,2004,Company - Private,Unknown / Non-Applicable,unknown,0,85000,,85000,False
Data Engineer,$42K-$79K (Glassdoor est.),IT Services,Information Technology,Scottsdale,AZ,501 to 1000 employees,2002,Company - Private,$50 to $100 million (USD),unknown,0,60500,,60500,False
Lead Data Scientist,$139K-$221K (Glassdoor est.),Financial Analytics & Research,Finance,Burbank,CA,51 to 200 employees,2009,Company - Private,$50 to $100 million (USD),lead,4,180000,,180000,False
"Technology-Minded, Data Professional Opportunities",$40K-$101K (Glassdoor est.),Lending,Finance,Columbia,MO,1001 to 5000 employees,2002,Company - Private,Unknown / Non-Applicable,unknown,0,70500,,70500,False
Big Data Engineer,$84K-$153K (Glassdoor est.),Aerospace & Defense,Aerospace & Defense,Chantilly,VA,1001 to 5000 employees,2017,Company - Private,$1 to $2 billion (USD),unknown,0,118500,,118500,False
Salesforce Analytics Consultant,$52K-$81K (Glassdoor est.),Enterprise Software & Network Solutions,Information Technology,Chicago,IL,501 to 1000 employees,1995,Company - Private,$100 to $500 million (USD),unknown,0,66500,,66500,False
Managing Data Scientist/ML Engineer,$81K-$134K (Glassdoor est.),Consulting,Business Services,Boston,MA,1001 to 5000 employees,1943,Company - Private,$100 to $500 million (USD),unknown,0,107500,,107500,False
Senior Data Engineer,$97K-$180K (Glassdoor est.),Security Services,Business Services,Austin,TX,51 to 200 employees,2010,Company - Private,$10 to $25 million (USD),senior,3,138500,,138500,False
Staff Scientist- Upstream PD,$49K-$113K (Glassdoor est.),Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Rockville,MD,201 to 500 employees,1961,Company - Private,$25 to $50 million (USD),unknown,0,81000,,81000,False
Data Engineering Analyst,$44K-$73K (Glassdoor est.),Insurance Carriers,Insurance,Bloomington,IL,1001 to 5000 employees,1925,Company - Private,$2 to $5 billion (USD),unknown,0,58500,,58500,False
Sr. Data Engineer,$75K-$140K (Glassdoor est.),Transportation Management,Transportation & Logistics,Chicago,IL,1001 to 5000 employees,2005,Company - Public,$2 to $5 billion (USD),unknown,0,107500,,107500,False
